grid,train_AUC_C2_C5,train_AUC_C1_C2,train_AUC_C1_C5,val_AUC_C1,val_AUC_C5,val_AUC_C2,train_AUC_mean,val_AUC_mean
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 4}",1.0,1.0,1.0,0.6771382710387526,0.7525925925925926,0.7524396507447355,1.0,0.7273901714586936
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 5}",1.0,1.0,1.0,0.6642971795459757,0.7666666666666666,0.7539804827940422,1.0,0.7283147763355614
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.05, 'random_strength': 6}",1.0,1.0,1.0,0.6622334326989223,0.765925925925926,0.7390857729840781,1.0,0.7224150438696421
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.01, 'random_strength': 1}",1.0,1.0,1.0,0.6562714973629902,0.7548148148148148,0.7550077041602465,1.0,0.7220313387793506
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.01, 'random_strength': 3}",1.0,1.0,1.0,0.673469387755102,0.7844444444444444,0.7555213148433487,1.0,0.737811715680965
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.01, 'random_strength': 4}",1.0,1.0,1.0,0.6750745241916991,0.7718518518518518,0.7370313302516692,1.0,0.7279859020984066
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.01, 'random_strength': 5}",1.0,1.0,1.0,0.6812657647328595,0.7807407407407408,0.7411402157164869,1.0,0.7343822403966959
"{'depth': 4, 'l2_leaf_reg': 4, 'learning_rate': 0.01, 'random_strength': 6}",1.0,1.0,1.0,0.6755331346021555,0.7903703703703704,0.7462763225475091,1.0,0.7373932758400116
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.1, 'random_strength': 1}",1.0,1.0,1.0,0.6429717954597569,0.7614814814814815,0.7349768875192604,1.0,0.7131433881534996
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.1, 'random_strength': 3}",1.0,1.0,1.0,0.6698005044714516,0.7459259259259259,0.7401129943502824,1.0,0.7186131415825533
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.1, 'random_strength': 4}",1.0,1.0,1.0,0.6489337307956891,0.7392592592592593,0.7385721623009759,1.0,0.7089217174519747
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.1, 'random_strength': 5}",1.0,1.0,1.0,0.6693418940609952,0.7562962962962964,0.7344632768361582,1.0,0.7200338223978165
"{'depth': 4, 'l2_leaf_reg': 5, 'learning_rate': 0.1, 'random_strength': 6}",1.0,1.0,1.0,0.6642971795459758,0.7725925925925926,0.7421674370826914,1.0,0.7263524030737533
